plate	well	incubation_length_hours	cloneOD	clone_plus_ciliateOD	prey	predator	replicate	ciliate_detected	experiment_day			OD difference	Defence
plate4	F09	48	0.239	0.172	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.067	0.933
plate4	F10	48	0.473	0.049	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.424	0.576
plate4	F11	48	0.566	0.048	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.518	0.482
plate4	F12	48	0.673	0.051	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.622	0.378
plate4	G01	48	0.296	0.184	Ancestral Bacteria	Evolved Ciliates	1	TRUE	28			0.112	0.888
plate4	G02	48	0.457	0.264	Ancestral Bacteria	Evolved Ciliates	1	TRUE	28			0.193	0.807
plate4	G03	48	0.25	0.192	Ancestral Bacteria	Evolved Ciliates	1	FALSE	28			0.058	0.942
plate4	G04	48	0.515	0.063	Ancestral Bacteria	Evolved Ciliates	1	TRUE	28			0.452	0.548
plate4	G05	48	0.251	0.167	Ancestral Bacteria	Evolved Ciliates	1	TRUE	28			0.084	0.916
plate4	G06	48	0.256	0.217	Ancestral Bacteria	Evolved Ciliates	1	FALSE	28			0.039	0.961
plate4	G07	48	0.257	0.169	Ancestral Bacteria	Evolved Ciliates	1	TRUE	28			0.088	0.912
plate4	G08	48	0.26	0.182	Ancestral Bacteria	Evolved Ciliates	1	FALSE	28			0.078	0.922
plate4	G09	48	0.262	0.199	Ancestral Bacteria	Evolved Ciliates	1	FALSE	28			0.063	0.937
plate4	G10	48	0.273	0.218	Ancestral Bacteria	Evolved Ciliates	1	FALSE	28			0.055	0.945
plate4	G11	48	0.26	0.205	Ancestral Bacteria	Evolved Ciliates	1	FALSE	28			0.055	0.945
plate4	G12	48	0.266	0.038	Ancestral Bacteria	Evolved Ciliates	1	FALSE	28			0.228	0.772
plate4	H01	48	0.319	0.256	Ancestral Bacteria	Evolved Ciliates	1	FALSE	28			0.063	0.937
plate4	H02	48	0.302	0.234	Ancestral Bacteria	Evolved Ciliates	1	FALSE	28			0.068	0.932
plate4	H03	48	0.314	0.229	Ancestral Bacteria	Evolved Ciliates	1	FALSE	28			0.085	0.915
plate4	H04	48	0.508	0.389	Ancestral Bacteria	Evolved Ciliates	1	FALSE	28			0.119	0.881
plate4	H05	48	0.298	0.214	Ancestral Bacteria	Evolved Ciliates	1	TRUE	28			0.084	0.916
plate4	H06	48	0.857	0.051	Ancestral Bacteria	Evolved Ciliates	1	TRUE	28			0.806	0.194
plate4	H07	48	0.32	0.203	Ancestral Bacteria	Evolved Ciliates	1	FALSE	28			0.117	0.883
plate4	H08	48	0.313	0.219	Ancestral Bacteria	Evolved Ciliates	1	FALSE	28			0.094	0.906
plate4	H09	48	0.319	0.216	Ancestral Bacteria	Evolved Ciliates	1	FALSE	28			0.103	0.897
plate4	H10	48	0.341	0.228	Ancestral Bacteria	Evolved Ciliates	1	FALSE	28			0.113	0.887
plate4	H11	48	0.598	0.054	Ancestral Bacteria	Evolved Ciliates	1	TRUE	28			0.544	0.456
plate4	H12	48	0.286	0.16	Ancestral Bacteria	Evolved Ciliates	1	FALSE	28			0.126	0.874
plate5	A01	48	0.469	0.067	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.402	0.598
plate5	A02	48	0.468	0.046	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.422	0.578
plate5	A03	48	0.383	0.042	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.341	0.659
plate5	A04	48	0.39	0.043	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.347	0.653
plate5	A05	48	0.382	0.042	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.34	0.66
plate5	A06	48	0.428	0.044	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.384	0.616
plate5	A07	48	0.463	0.047	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.416	0.584
plate5	A08	48	0.364	0.231	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.133	0.867
plate5	A09	48	0.473	0.14	Ancestral Bacteria	Evolved Ciliates	3	FALSE	28			0.333	0.667
plate5	A10	48	0.557	0.066	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.491	0.509
plate5	A11	48	0.418	0.049	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.369	0.631
plate5	A12	48	0.67	0.13	Ancestral Bacteria	Evolved Ciliates	3	FALSE	28			0.54	0.46
plate5	B01	48	0.484	0.048	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.436	0.564
plate5	B02	48	0.047	0.047	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0	1
plate5	B03	48	0.246	0.262	Ancestral Bacteria	Evolved Ciliates	3	FALSE	28			-0.016	1.016
plate5	B04	48	0.237	0.231	Ancestral Bacteria	Evolved Ciliates	3	FALSE	28			0.006	0.994
plate5	B05	48	0.264	0.045	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.219	0.781
plate5	B06	48	0.406	0.049	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.357	0.643
plate5	B07	48	0.433	0.042	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.391	0.609
plate5	B08	48	0.415	0.047	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.368	0.632
plate5	B09	48	0.52	0.052	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.468	0.532
plate5	B10	48	0.5	0.051	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.449	0.551
plate5	B11	48	0.402	0.043	Ancestral Bacteria	Evolved Ciliates	3	TRUE	28			0.359	0.641
plate5	B12	48	0.25	0.483	Ancestral Bacteria	Evolved Ciliates	3	FALSE	28			-0.233	1.233
plate5	C01	48	0.417	0.047	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.37	0.63
plate5	C02	48	0.449	0.047	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.402	0.598
plate5	C03	48	0.365	0.044	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.321	0.679
plate5	C04	48	0.303	0.292	Ancestral Bacteria	Evolved Ciliates	5	FALSE	28			0.011	0.989
plate5	C05	48	0.341	0.135	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.206	0.794
plate5	C06	48	0.403	0.045	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.358	0.642
plate5	C07	48	0.496	0.087	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.409	0.591
plate5	C08	48	0.346	0.043	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.303	0.697
plate5	C09	48	0.447	0.043	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.404	0.596
plate5	C10	48	0.393	0.509	Ancestral Bacteria	Evolved Ciliates	5	FALSE	28			-0.116	1.116
plate5	C11	48	0.375	0.043	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.332	0.668
plate5	C12	48	0.377	0.128	Ancestral Bacteria	Evolved Ciliates	5	FALSE	28			0.249	0.751
plate5	D01	48	0.247	0.082	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.165	0.835
plate5	D02	48	0.227	0.225	Ancestral Bacteria	Evolved Ciliates	5	FALSE	28			0.002	0.998
plate5	D03	48	0.368	0.229	Ancestral Bacteria	Evolved Ciliates	5	FALSE	28			0.139	0.861
plate5	D04	48	0.397	0.048	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.349	0.651
plate5	D05	48	0.402	0.167	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.235	0.765
plate5	D06	48	0.231	0.044	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.187	0.813
plate5	D07	48	0.408	0.052	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.356	0.644
plate5	D08	48	0.237	0.056	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.181	0.819
plate5	D09	48	0.543	0.066	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.477	0.523
plate5	D10	48	0.441	0.052	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.389	0.611
plate5	D11	48	0.403	0.046	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.357	0.643
plate5	D12	48	0.484	0.052	Ancestral Bacteria	Evolved Ciliates	5	TRUE	28			0.432	0.568
plate5	E01	48	0.16	0.046	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.114	0.886
plate5	E02	48	0.36	0.04	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.32	0.68
plate5	E03	48	0.36	0.046	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.314	0.686
plate5	E04	48	0.393	0.047	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.346	0.654
plate5	E05	48	0.479	0.123	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.356	0.644
plate5	E06	48	0.421	0.375	Evolved Bacteria	Ancestral Ciliates	1	FALSE	28			0.046	0.954
plate5	E07	48	0.33	0.053	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.277	0.723
plate5	E08	48	0.443	0.041	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.402	0.598
plate5	E09	48	0.398	0.047	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.351	0.649
plate5	E10	48	0.474	0.057	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.417	0.583
plate5	E11	48	0.381	0.046	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.335	0.665
plate5	E12	48	0.256	0.236	Evolved Bacteria	Ancestral Ciliates	1	FALSE	28			0.02	0.98
plate5	F01	48	0.385	0.041	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.344	0.656
plate5	F02	48	0.493	0.048	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.445	0.555
plate5	F03	48	0.398	0.049	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.349	0.651
plate5	F04	48	0.288	0.048	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.24	0.76
plate5	F05	48	0.417	0.04	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.377	0.623
plate5	F06	48	0.41	0.04	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.37	0.63
plate5	F07	48	0.477	0.049	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.428	0.572
plate5	F08	48	0.476	0.054	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.422	0.578
plate5	F09	48	0.554	0.063	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.491	0.509
plate5	F10	48	0.482	0.056	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.426	0.574
plate5	F11	48	0.379	0.046	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.333	0.667
plate5	F12	48	0.478	0.135	Evolved Bacteria	Ancestral Ciliates	1	TRUE	28			0.343	0.657
plate5	G01	48	0.373	0.045	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.328	0.672
plate5	G02	48	0.459	0.045	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.414	0.586
plate5	G03	48	0.355	0.042	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.313	0.687
plate5	G04	48	0.379	0.043	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.336	0.664
plate5	G05	48	0.41	0.048	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.362	0.638
plate5	G06	48	0.463	0.043	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.42	0.58
plate5	G07	48	0.377	0.047	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.33	0.67
plate5	G08	48	0.378	0.044	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.334	0.666
plate5	G09	48	0.44	0.037	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.403	0.597
plate5	G10	48	0.25	0.222	Evolved Bacteria	Ancestral Ciliates	3	FALSE	28			0.028	0.972
plate5	G11	48	0.37	0.04	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.33	0.67
plate5	G12	48	0.445	0.045	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.4	0.6
plate5	H01	48	0.524	0.048	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.476	0.524
plate5	H02	48	0.571	0.045	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.526	0.474
plate5	H03	48	0.518	0.041	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.477	0.523
plate5	H04	48	0.414	0.034	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.38	0.62
plate5	H05	48	0.575	0.047	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.528	0.472
plate5	H06	48	0.471	0.046	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.425	0.575
plate5	H07	48	0.408	0.04	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.368	0.632
plate5	H08	48	0.439	0.041	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.398	0.602
plate5	H09	48	0.567	0.045	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.522	0.478
plate5	H10	48	0.593	0.044	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.549	0.451
plate5	H11	48	0.509	0.039	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			0.47	0.53
plate5	H12	48	0.282	0.474	Evolved Bacteria	Ancestral Ciliates	3	TRUE	28			-0.192	1.192
plate6	A01	48	0.507	0.355	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.152	0.848
plate6	A02	48	0.562	0.557	Evolved Bacteria	Ancestral Ciliates	5	FALSE	28			0.005	0.995
plate6	A03	48	0.516	0.545	Evolved Bacteria	Ancestral Ciliates	5	FALSE	28			-0.029	1.029
plate6	A04	48	0.5	0.071	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.429	0.571
plate6	A05	48	0.722	0.527	Evolved Bacteria	Ancestral Ciliates	5	FALSE	28			0.195	0.805
plate6	A06	48	0.565	0.487	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.078	0.922
plate6	A07	48	0.664	0.566	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.098	0.902
plate6	A08	48	0.468	0.23	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.238	0.762
plate6	A09	48	0.464	0.04	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.424	0.576
plate6	A10	48	0.485	0.047	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.438	0.562
plate6	A11	48	0.471	0.047	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.424	0.576
plate6	A12	48	0.328	0.556	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			-0.228	1.228
plate6	B01	48	0.452	0.047	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.405	0.595
plate6	B02	48	0.519	0.05	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.469	0.531
plate6	B03	48	0.491	0.416	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.075	0.925
plate6	B04	48	0.429	0.039	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.39	0.61
plate6	B05	48	0.416	0.041	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.375	0.625
plate6	B06	48	0.34	0.254	Evolved Bacteria	Ancestral Ciliates	5	FALSE	28			0.086	0.914
plate6	B07	48	0.487	0.506	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			-0.019	1.019
plate6	B08	48	0.282	0.042	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.24	0.76
plate6	B09	48	0.512	0.203	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.309	0.691
plate6	B10	48	0.431	0.048	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.383	0.617
plate6	B11	48	0.376	0.096	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.28	0.72
plate6	B12	48	0.561	0.338	Evolved Bacteria	Ancestral Ciliates	5	TRUE	28			0.223	0.777
plate6	G01	48	0.468	0.344	Evolved Bacteria	Evolved Ciliates	5	FALSE	28			0.124	0.876
plate6	G02	48	0.436	0.081	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			0.355	0.645
plate6	G03	48	0.344	0.125	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			0.219	0.781
plate6	G04	48	0.629	0.487	Evolved Bacteria	Evolved Ciliates	5	FALSE	28			0.142	0.858
plate6	G05	48	0.4	0.041	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			0.359	0.641
plate6	G06	48	0.408	0.042	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			0.366	0.634
plate6	G07	48	0.451	0.044	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			0.407	0.593
plate6	G08	48	0.214	0.05	Evolved Bacteria	Evolved Ciliates	5	FALSE	28			0.164	0.836
plate6	G09	48	0.505	0.043	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			0.462	0.538
plate6	G10	48	0.305	0.044	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			0.261	0.739
plate6	G11	48	0.429	0.039	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			0.39	0.61
plate6	G12	48	0.626	0.042	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			0.584	0.416
plate6	H01	48	0.506	0.716	Evolved Bacteria	Evolved Ciliates	5	FALSE	28			-0.21	1.21
plate6	H02	48	0.114	0.222	Evolved Bacteria	Evolved Ciliates	5	FALSE	28			-0.108	1.108
plate6	H03	48	0.442	0.054	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			0.388	0.612
plate6	H04	48	0.452	0.282	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			0.17	0.83
plate6	H05	48	0.438	0.045	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			0.393	0.607
plate6	H06	48	0.503	0.047	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			0.456	0.544
plate6	H07	48	0.47	0.049	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			0.421	0.579
plate6	H08	48	0.317	0.213	Evolved Bacteria	Evolved Ciliates	5	FALSE	28			0.104	0.896
plate6	H09	48	0.445	0.046	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			0.399	0.601
plate6	H10	48	0.217	0.457	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			-0.24	1.24
plate6	H11	48	0.315	0.422	Evolved Bacteria	Evolved Ciliates	5	TRUE	28			-0.107	1.107
plate6	H12	48	0.305	0.25	Evolved Bacteria	Evolved Ciliates	5	FALSE	28			0.055	0.945
plate7	A01	48	0.44	0.456	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			-0.016	1.016
plate7	A02	48	0.765	0.05	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.715	0.285
plate7	A03	48	0.496	0.042	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.454	0.546
plate7	A04	48	0.486	0.412	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.074	0.926
plate7	A05	48	0.526	0.173	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.353	0.647
plate7	A06	48	0.652	0.048	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.604	0.396
plate7	A07	48	0.679	0.053	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.626	0.374
plate7	A08	48	0.313	0.043	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.27	0.73
plate7	A09	48	0.504	0.06	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.444	0.556
plate7	A10	48	0.233	0.265	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			-0.032	1.032
plate7	A11	48	0.374	0.047	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.327	0.673
plate7	A12	48	0.534	0.049	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.485	0.515
plate7	B01	48	0.568	0.044	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.524	0.476
plate7	B02	48	0.548	0.053	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.495	0.505
plate7	B03	48	0.558	0.043	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.515	0.485
plate7	B04	48	0.436	0.046	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.39	0.61
plate7	B05	48	0.593	0.517	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.076	0.924
plate7	B06	48	0.522	0.055	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.467	0.533
plate7	B07	48	0.676	0.048	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.628	0.372
plate7	B08	48	0.462	0.049	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.413	0.587
plate7	B09	48	0.804	0.046	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.758	0.242
plate7	B10	48	0.563	0.064	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.499	0.501
plate7	B11	48	0.35	0.048	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	60			0.302	0.698
plate7	B12	48	0.389	0.038	Ancestral Bacteria	Ancestral Ciliates	1	FALSE	60			0.351	0.649
plate7	C01	48	0.552	0.289	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.263	0.737
plate7	C02	48	0.498	0.058	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.44	0.56
plate7	C03	48	0.224	0.116	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.108	0.892
plate7	C04	48	0.313	0.084	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.229	0.771
plate7	C05	48	0.419	0.049	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.37	0.63
plate7	C06	48	0.744	0.047	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.697	0.303
plate7	C07	48	0.543	0.044	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.499	0.501
plate7	C08	48	0.465	0.047	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.418	0.582
plate7	C09	48	0.215	0.036	Ancestral Bacteria	Ancestral Ciliates	3	FALSE	60			0.179	0.821
plate7	C10	48	0.597	0.047	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.55	0.45
plate7	C11	48	0.393	0.051	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.342	0.658
plate7	C12	48	0.492	0.047	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.445	0.555
plate7	D01	48	0.539	0.255	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.284	0.716
plate7	D02	48	0.546	0.121	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.425	0.575
plate7	D03	48	0.416	0.042	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.374	0.626
plate7	D04	48	0.411	0.05	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.361	0.639
plate7	D05	48	0.413	0.045	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.368	0.632
plate7	D06	48	0.439	0.047	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.392	0.608
plate7	D07	48	0.634	0.048	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.586	0.414
plate7	D08	48	0.383	0.047	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.336	0.664
plate7	D09	48	0.53	0.377	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.153	0.847
plate7	D10	48	0.503	0.047	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.456	0.544
plate7	D11	48	0.35	0.046	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.304	0.696
plate7	D12	48	0.462	0.051	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	60			0.411	0.589
plate7	E01	48	0.387	0.044	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.343	0.657
plate7	E02	48	0.669	0.378	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.291	0.709
plate7	E03	48	0.408	0.046	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.362	0.638
plate7	E04	48	0.389	0.052	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.337	0.663
plate7	E05	48	0.571	0.442	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.129	0.871
plate7	E06	48	0.453	0.053	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.4	0.6
plate7	E07	48	0.54	0.668	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	60			-0.128	1.128
plate7	E08	48	0.434	0.049	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.385	0.615
plate7	E09	48	0.405	0.047	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.358	0.642
plate7	E10	48	0.408	0.053	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.355	0.645
plate7	E11	48	0.377	0.046	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.331	0.669
plate7	E12	48	0.442	0.045	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.397	0.603
plate7	F01	48	0.407	0.045	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.362	0.638
plate7	F02	48	0.038	0.185	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	60			-0.147	1.147
plate7	F03	48	0.447	0.055	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.392	0.608
plate7	F04	48	0.451	0.045	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.406	0.594
plate7	F05	48	0.044	0.055	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			-0.011	1.011
plate7	F06	48	0.471	0.049	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.422	0.578
plate7	F07	48	0.571	0.055	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.516	0.484
plate7	F08	48	0.403	0.044	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.359	0.641
plate7	F09	48	0.488	0.05	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.438	0.562
plate7	F10	48	0.513	0.047	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.466	0.534
plate7	F11	48	0.412	0.042	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.37	0.63
plate7	F12	48	0.514	0.044	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	60			0.47	0.53
plate8	E01	48	0.522	0.04	Evolved Bacteria	Ancestral Ciliates	1	TRUE	60			0.482	0.518
plate8	E02	48	0.807	0.071	Evolved Bacteria	Ancestral Ciliates	1	TRUE	60			0.736	0.264
plate8	E03	48	0.494	0.087	Evolved Bacteria	Ancestral Ciliates	1	TRUE	60			0.407	0.593
plate8	E04	48	0.496	0.051	Evolved Bacteria	Ancestral Ciliates	1	TRUE	60			0.445	0.555
plate8	E05	48	0.65	0.06	Evolved Bacteria	Ancestral Ciliates	1	TRUE	60			0.59	0.41
plate8	E06	48	0.61	0.046	Evolved Bacteria	Ancestral Ciliates	1	TRUE	60			0.564	0.436
plate8	E07	48	0.565	0.34	Evolved Bacteria	Ancestral Ciliates	1	TRUE	60			0.225	0.775
plate8	E08	48	0.471	0.123	Evolved Bacteria	Ancestral Ciliates	1	TRUE	60			0.348	0.652
