plate	well	incubation_length_hours	cloneOD	clone_plus_ciliateOD	prey	predator	replicate	ciliate_detected	experiment_day			OD difference	Defence
plate12	E11	48	0.174	0.056	Evolved Bacteria	Evolved Ciliates	1	TRUE	60			0.118	0.882
plate12	E12	48	0.036	0.216	Evolved Bacteria	Evolved Ciliates	1	TRUE	60			-0.18	1.18
plate12	F01	48	0.278	0.14	Evolved Bacteria	Evolved Ciliates	1	TRUE	60			0.138	0.862
plate12	F02	48	0.538	0.141	Evolved Bacteria	Evolved Ciliates	1	TRUE	60			0.397	0.603
plate12	F03	48	0.259	0.273	Evolved Bacteria	Evolved Ciliates	1	FALSE	60			-0.014	1.014
plate12	F04	48	0.62	0.098	Evolved Bacteria	Evolved Ciliates	1	TRUE	60			0.522	0.478
plate12	F05	48	0.482	0.078	Evolved Bacteria	Evolved Ciliates	1	TRUE	60			0.404	0.596
plate12	F06	48	0.453	0.076	Evolved Bacteria	Evolved Ciliates	1	TRUE	60			0.377	0.623
plate12	F07	48	0.051	0.086	Evolved Bacteria	Evolved Ciliates	1	TRUE	60			-0.035	1.035
plate12	F08	48	0.226	0.443	Evolved Bacteria	Evolved Ciliates	1	TRUE	60			-0.217	1.217
plate12	F09	48	0.038	0.112	Evolved Bacteria	Evolved Ciliates	1	TRUE	60			-0.074	1.074
plate12	F10	48	0.214	0.126	Evolved Bacteria	Evolved Ciliates	1	TRUE	60			0.088	0.912
plate12	F11	48	0.035	0.253	Evolved Bacteria	Evolved Ciliates	1	FALSE	60			-0.218	1.218
plate12	F12	48	0.036	0.036	Evolved Bacteria	Evolved Ciliates	1	FALSE	60			0	1
plate1	A01	48	0.397	0.281	Ancestral Bacteria	Ancestral Ciliates	1	FALSE	8			0.116	0.884
plate1	A02	48	0.247	0.276	Ancestral Bacteria	Ancestral Ciliates	1	FALSE	8			-0.029	1.029
plate1	A03	48	0.532	0.058	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			0.474	0.526
plate1	A04	48	0.313	0.251	Ancestral Bacteria	Ancestral Ciliates	1	FALSE	8			0.062	0.938
plate1	A05	48	0.529	0.042	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			0.487	0.513
plate1	A06	48	0.499	0.042	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			0.457	0.543
plate1	A07	48	0.244	0.252	Ancestral Bacteria	Ancestral Ciliates	1	FALSE	8			-0.008	1.008
plate1	A08	48	0.55	0.042	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			0.508	0.492
plate1	A09	48	0.511	0.05	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			0.461	0.539
plate1	A10	48	0.248	0.047	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			0.201	0.799
plate1	A11	48	0.545	0.043	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			0.502	0.498
plate1	A12	48	0.264	0.348	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			-0.084	1.084
plate1	B01	48	0.547	0.053	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			0.494	0.506
plate1	B02	48	0.243	0.043	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			0.2	0.8
plate1	B03	48	0.231	0.204	Ancestral Bacteria	Ancestral Ciliates	1	FALSE	8			0.027	0.973
plate1	B04	48	0.367	0.043	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			0.324	0.676
plate1	B05	48	0.24	0.082	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			0.158	0.842
plate1	B06	48	0.411	0.042	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			0.369	0.631
plate1	B07	48	0.244	0.231	Ancestral Bacteria	Ancestral Ciliates	1	FALSE	8			0.013	0.987
plate1	B08	48	0.24	0.05	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			0.19	0.81
plate1	B09	48	0.457	0.045	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			0.412	0.588
plate1	B10	48	0.28	0.055	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			0.225	0.775
plate1	B11	48	0.344	0.179	Ancestral Bacteria	Ancestral Ciliates	1	FALSE	8			0.165	0.835
plate1	B12	48	0.508	0.043	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	8			0.465	0.535
plate1	C01	48	0.256	0.268	Ancestral Bacteria	Ancestral Ciliates	3	FALSE	8			-0.012	1.012
plate1	C02	48	0.24	0.156	Ancestral Bacteria	Ancestral Ciliates	3	FALSE	8			0.084	0.916
plate1	C03	48	0.296	0.043	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			0.253	0.747
plate1	C04	48	0.368	0.042	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			0.326	0.674
plate1	C05	48	0.495	0.046	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			0.449	0.551
plate1	C06	48	0.404	0.044	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			0.36	0.64
plate1	C07	48	0.533	0.044	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			0.489	0.511
plate1	C08	48	0.525	0.044	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			0.481	0.519
plate1	C09	48	0.354	0.046	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			0.308	0.692
plate1	C10	48	0.295	0.142	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			0.153	0.847
plate1	C11	48	0.47	0.047	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			0.423	0.577
plate1	C12	48	0.126	0.208	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			-0.082	1.082
plate1	D01	48	0.24	0.26	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			-0.02	1.02
plate1	D02	48	0.241	0.157	Ancestral Bacteria	Ancestral Ciliates	3	FALSE	8			0.084	0.916
plate1	D03	48	0.381	0.042	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			0.339	0.661
plate1	D04	48	0.352	0.172	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			0.18	0.82
plate1	D05	48	0.382	0.046	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			0.336	0.664
plate1	D06	48	0.307	0.043	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			0.264	0.736
plate1	D07	48	0.344	0.078	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			0.266	0.734
plate1	D08	48	0.29	0.326	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			-0.036	1.036
plate1	D09	48	0.326	0.252	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			0.074	0.926
plate1	D10	48	0.335	0.242	Ancestral Bacteria	Ancestral Ciliates	3	FALSE	8			0.093	0.907
plate1	D11	48	0.521	0.042	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	8			0.479	0.521
plate1	D12	48	0.245	0.257	Ancestral Bacteria	Ancestral Ciliates	3	FALSE	8			-0.012	1.012
plate1	E01	48	0.235	0.249	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	8			-0.014	1.014
plate1	E02	48	0.056	0.124	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	8			-0.068	1.068
plate1	E03	48	0.331	0.22	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	8			0.111	0.889
plate1	E04	48	0.242	0.209	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	8			0.033	0.967
plate1	E05	48	0.32	0.166	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	8			0.154	0.846
plate1	E06	48	0.327	0.043	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	8			0.284	0.716
plate1	E07	48	0.348	0.068	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	8			0.28	0.72
plate1	E08	48	0.324	0.043	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	8			0.281	0.719
plate1	E09	48	0.317	0.383	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	8			-0.066	1.066
plate1	E10	48	0.403	0.047	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	8			0.356	0.644
plate1	E11	48	0.445	0.043	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	8			0.402	0.598
plate1	E12	48	0.497	0.052	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	8			0.445	0.555
plate1	F01	48	0.437	0.042	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	8			0.395	0.605
plate1	F02	48	0.234	0.333	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	8			-0.099	1.099
plate1	F03	48	0.375	0.045	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	8			0.33	0.67
plate1	F04	48	0.235	0.202	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	8			0.033	0.967
plate1	F05	48	0.368	0.046	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	8			0.322	0.678
plate1	F06	48	0.235	0.223	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	8			0.012	0.988
plate1	F07	48	0.349	0.046	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	8			0.303	0.697
plate1	F08	48	0.692	0.042	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	8			0.65	0.35
plate1	F09	48	0.365	0.043	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	8			0.322	0.678
plate1	F10	48	0.239	0.23	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	8			0.009	0.991
plate1	F11	48	0.238	0.227	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	8			0.011	0.989
plate1	F12	48	0.25	0.208	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	8			0.042	0.958
plate2	A01	48	0.242	0.193	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.049	0.951
plate2	A02	48	0.385	0.06	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.325	0.675
plate2	A03	48	0.25	0.245	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.005	0.995
plate2	A04	48	0.249	0.148	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.101	0.899
plate2	A05	48	0.247	0.098	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.149	0.851
plate2	A06	48	0.23	0.186	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.044	0.956
plate2	A07	48	0.243	0.171	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.072	0.928
plate2	A08	48	0.242	0.351	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			-0.109	1.109
plate2	A09	48	0.238	0.169	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.069	0.931
plate2	A10	48	0.238	0.099	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.139	0.861
plate2	A11	48	0.244	0.086	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.158	0.842
plate2	A12	48	0.242	0.038	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.204	0.796
plate2	B01	48	0.245	0.14	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.105	0.895
plate2	B02	48	0.249	0.075	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.174	0.826
plate2	B03	48	0.243	0.136	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.107	0.893
plate2	B04	48	0.223	0.089	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.134	0.866
plate2	B05	48	0.258	0.037	Ancestral Bacteria	Evolved Ciliates	3	FALSE	8			0.221	0.779
plate2	B06	48	0.237	0.176	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.061	0.939
plate2	B07	48	0.234	0.107	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.127	0.873
plate2	B08	48	0.248	0.079	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.169	0.831
plate2	B09	48	0.233	0.068	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.165	0.835
plate2	B10	48	0.231	0.118	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.113	0.887
plate2	B11	48	0.246	0.08	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			0.166	0.834
plate2	B12	48	0.23	0.393	Ancestral Bacteria	Evolved Ciliates	3	TRUE	8			-0.163	1.163
plate2	E01	48	0.265	0.241	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			0.024	0.976
plate2	E02	48	0.25	0.212	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			0.038	0.962
plate2	E03	48	0.247	0.215	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			0.032	0.968
plate2	E04	48	0.239	0.222	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			0.017	0.983
plate2	E05	48	0.24	0.228	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			0.012	0.988
plate2	E06	48	0.249	0.231	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			0.018	0.982
plate2	E07	48	0.251	0.21	Evolved Bacteria	Ancestral Ciliates	1	TRUE	8			0.041	0.959
plate2	E08	48	0.222	0.219	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			0.003	0.997
plate2	E09	48	0.247	0.205	Evolved Bacteria	Ancestral Ciliates	1	TRUE	8			0.042	0.958
plate2	E10	48	0.218	0.219	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			-0.001	1.001
plate2	E11	48	0.225	0.218	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			0.007	0.993
plate2	E12	48	0.035	0.038	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			-0.003	1.003
plate2	F01	48	0.26	0.236	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			0.024	0.976
plate2	F02	48	0.243	0.205	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			0.038	0.962
plate2	F03	48	0.236	0.208	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			0.028	0.972
plate2	F04	48	0.249	0.215	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			0.034	0.966
plate2	F05	48	0.242	0.225	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			0.017	0.983
plate2	F06	48	0.244	0.456	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			-0.212	1.212
plate2	F07	48	0.246	0.182	Evolved Bacteria	Ancestral Ciliates	1	TRUE	8			0.064	0.936
plate2	F08	48	0.23	0.203	Evolved Bacteria	Ancestral Ciliates	1	FALSE	8			0.027	0.973
plate2	F09	48	0.208	0.158	Evolved Bacteria	Ancestral Ciliates	1	TRUE	8			0.05	0.95
plate2	F10	48	0.223	0.212	Evolved Bacteria	Ancestral Ciliates	1	TRUE	8			0.011	0.989
plate2	F11	48	0.202	0.177	Evolved Bacteria	Ancestral Ciliates	1	TRUE	8			0.025	0.975
plate2	F12	48	0.035	0.037	Evolved Bacteria	Ancestral Ciliates	1	TRUE	8			-0.002	1.002
plate2	G01	48	0.253	0.241	Evolved Bacteria	Ancestral Ciliates	3	TRUE	8			0.012	0.988
plate2	G02	48	0.201	0.131	Evolved Bacteria	Ancestral Ciliates	3	TRUE	8			0.07	0.93
plate2	G03	48	0.204	0.115	Evolved Bacteria	Ancestral Ciliates	3	TRUE	8			0.089	0.911
plate2	G04	48	0.202	0.048	Evolved Bacteria	Ancestral Ciliates	3	TRUE	8			0.154	0.846
plate2	G05	48	0.225	0.188	Evolved Bacteria	Ancestral Ciliates	3	TRUE	8			0.037	0.963
plate2	G06	48	0.178	0.202	Evolved Bacteria	Ancestral Ciliates	3	FALSE	8			-0.024	1.024
plate2	G07	48	0.223	0.222	Evolved Bacteria	Ancestral Ciliates	3	TRUE	8			0.001	0.999
plate2	G08	48	0.206	0.196	Evolved Bacteria	Ancestral Ciliates	3	FALSE	8			0.01	0.99
plate2	G09	48	0.21	0.098	Evolved Bacteria	Ancestral Ciliates	3	TRUE	8			0.112	0.888
plate2	G10	48	0.204	0.13	Evolved Bacteria	Ancestral Ciliates	3	TRUE	8			0.074	0.926
plate2	G11	48	0.178	0.089	Evolved Bacteria	Ancestral Ciliates	3	TRUE	8			0.089	0.911
plate2	G12	48	0.036	0.037	Evolved Bacteria	Ancestral Ciliates	3	FALSE	8			-0.001	1.001
plate2	H01	48	0.214	0.201	Evolved Bacteria	Ancestral Ciliates	3	FALSE	8			0.013	0.987
plate2	H02	48	0.205	0.226	Evolved Bacteria	Ancestral Ciliates	3	FALSE	8			-0.021	1.021
plate2	H03	48	0.203	0.21	Evolved Bacteria	Ancestral Ciliates	3	FALSE	8			-0.007	1.007
plate2	H04	48	0.174	0.043	Evolved Bacteria	Ancestral Ciliates	3	TRUE	8			0.131	0.869
plate2	H05	48	0.206	0.209	Evolved Bacteria	Ancestral Ciliates	3	TRUE	8			-0.003	1.003
plate2	H06	48	0.187	0.139	Evolved Bacteria	Ancestral Ciliates	3	TRUE	8			0.048	0.952
plate2	H07	48	0.206	0.197	Evolved Bacteria	Ancestral Ciliates	3	TRUE	8			0.009	0.991
plate2	H08	48	0.171	0.307	Evolved Bacteria	Ancestral Ciliates	3	FALSE	8			-0.136	1.136
plate2	H09	48	0.205	0.207	Evolved Bacteria	Ancestral Ciliates	3	FALSE	8			-0.002	1.002
plate2	H10	48	0.193	0.169	Evolved Bacteria	Ancestral Ciliates	3	TRUE	8			0.024	0.976
plate2	H11	48	0.209	0.036	Evolved Bacteria	Ancestral Ciliates	3	FALSE	8			0.173	0.827
plate2	H12	48	0.035	0.038	Evolved Bacteria	Ancestral Ciliates	3	FALSE	8			-0.003	1.003
plate3	A01	48	0.281	0.035	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.246	0.754
plate3	A02	48	0.299	0.258	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.041	0.959
plate3	A03	48	0.3	0.251	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.049	0.951
plate3	A04	48	0.293	0.255	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.038	0.962
plate3	A05	48	0.301	0.26	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.041	0.959
plate3	A06	48	0.324	0.259	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.065	0.935
plate3	A07	48	0.542	0.418	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.124	0.876
plate3	A08	48	0.333	0.261	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.072	0.928
plate3	A09	48	0.373	0.262	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.111	0.889
plate3	A10	48	0.514	0.337	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.177	0.823
plate3	A11	48	0.636	0.045	Evolved Bacteria	Ancestral Ciliates	5	TRUE	8			0.591	0.409
plate3	A12	48	0.333	0.176	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.157	0.843
plate3	B01	48	0.27	0.219	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.051	0.949
plate3	B02	48	0.262	0.254	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.008	0.992
plate3	B03	48	0.062	0.163	Evolved Bacteria	Ancestral Ciliates	5	TRUE	8			-0.101	1.101
plate3	B04	48	0.274	0.252	Evolved Bacteria	Ancestral Ciliates	5	TRUE	8			0.022	0.978
plate3	B05	48	0.482	0.409	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.073	0.927
plate3	B06	48	0.272	0.255	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.017	0.983
plate3	B07	48	0.276	0.255	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.021	0.979
plate3	B08	48	0.371	0.23	Evolved Bacteria	Ancestral Ciliates	5	TRUE	8			0.141	0.859
plate3	B09	48	0.526	0.045	Evolved Bacteria	Ancestral Ciliates	5	TRUE	8			0.481	0.519
plate3	B10	48	0.572	0.045	Evolved Bacteria	Ancestral Ciliates	5	TRUE	8			0.527	0.473
plate3	B11	48	0.308	0.261	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.047	0.953
plate3	B12	48	0.296	0.242	Evolved Bacteria	Ancestral Ciliates	5	FALSE	8			0.054	0.946
plate4	A01	48	0.581	0.094	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	28			0.487	0.513
plate4	A02	48	0.491	0.045	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	28			0.446	0.554
plate4	A03	48	0.378	0.243	Ancestral Bacteria	Ancestral Ciliates	1	FALSE	28			0.135	0.865
plate4	A04	48	0.518	0.046	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	28			0.472	0.528
plate4	A05	48	0.374	0.235	Ancestral Bacteria	Ancestral Ciliates	1	FALSE	28			0.139	0.861
plate4	A06	48	0.379	0.233	Ancestral Bacteria	Ancestral Ciliates	1	FALSE	28			0.146	0.854
plate4	A07	48	0.359	0.102	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	28			0.257	0.743
plate4	A08	48	0.239	0.233	Ancestral Bacteria	Ancestral Ciliates	1	FALSE	28			0.006	0.994
plate4	A09	48	0.238	0.219	Ancestral Bacteria	Ancestral Ciliates	1	FALSE	28			0.019	0.981
plate4	A10	48	0.43	0.045	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	28			0.385	0.615
plate4	A11	48	0.628	0.429	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	28			0.199	0.801
plate4	A12	48	0.369	0.233	Ancestral Bacteria	Ancestral Ciliates	1	FALSE	28			0.136	0.864
plate4	B01	48	0.597	0.068	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	28			0.529	0.471
plate4	B02	48	0.419	0.046	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	28			0.373	0.627
plate4	B03	48	0.298	0.2	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	28			0.098	0.902
plate4	B04	48	0.26	0.216	Ancestral Bacteria	Ancestral Ciliates	1	FALSE	28			0.044	0.956
plate4	B05	48	0.411	0.044	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	28			0.367	0.633
plate4	B06	48	0.496	0.048	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	28			0.448	0.552
plate4	B07	48	0.382	0.049	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	28			0.333	0.667
plate4	B08	48	0.373	0.292	Ancestral Bacteria	Ancestral Ciliates	1	FALSE	28			0.081	0.919
plate4	B09	48	0.234	0.257	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	28			-0.023	1.023
plate4	B10	48	0.384	0.077	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	28			0.307	0.693
plate4	B11	48	0.238	0.216	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	28			0.022	0.978
plate4	B12	48	0.267	0.255	Ancestral Bacteria	Ancestral Ciliates	1	TRUE	28			0.012	0.988
plate4	C01	48	0.268	0.258	Ancestral Bacteria	Ancestral Ciliates	3	FALSE	28			0.01	0.99
plate4	C02	48	0.253	0.234	Ancestral Bacteria	Ancestral Ciliates	3	FALSE	28			0.019	0.981
plate4	C03	48	0.291	0.22	Ancestral Bacteria	Ancestral Ciliates	3	FALSE	28			0.071	0.929
plate4	C04	48	0.348	0.24	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	28			0.108	0.892
plate4	C05	48	0.23	0.224	Ancestral Bacteria	Ancestral Ciliates	3	FALSE	28			0.006	0.994
plate4	C06	48	0.542	0.159	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	28			0.383	0.617
plate4	C07	48	0.228	0.197	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	28			0.031	0.969
plate4	C08	48	0.228	0.224	Ancestral Bacteria	Ancestral Ciliates	3	FALSE	28			0.004	0.996
plate4	C09	48	0.216	0.246	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	28			-0.03	1.03
plate4	C10	48	0.23	0.187	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	28			0.043	0.957
plate4	C11	48	0.232	0.206	Ancestral Bacteria	Ancestral Ciliates	3	FALSE	28			0.026	0.974
plate4	C12	48	0.236	0.231	Ancestral Bacteria	Ancestral Ciliates	3	FALSE	28			0.005	0.995
plate4	D01	48	0.245	0.233	Ancestral Bacteria	Ancestral Ciliates	3	FALSE	28			0.012	0.988
plate4	D02	48	0.232	0.198	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	28			0.034	0.966
plate4	D03	48	0.297	0.172	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	28			0.125	0.875
plate4	D04	48	0.489	0.054	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	28			0.435	0.565
plate4	D05	48	0.367	0.08	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	28			0.287	0.713
plate4	D06	48	0.232	0.164	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	28			0.068	0.932
plate4	D07	48	0.208	0.148	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	28			0.06	0.94
plate4	D08	48	0.234	0.184	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	28			0.05	0.95
plate4	D09	48	0.46	0.053	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	28			0.407	0.593
plate4	D10	48	0.345	0.05	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	28			0.295	0.705
plate4	D11	48	0.334	0.145	Ancestral Bacteria	Ancestral Ciliates	3	TRUE	28			0.189	0.811
plate4	D12	48	0.233	0.211	Ancestral Bacteria	Ancestral Ciliates	3	FALSE	28			0.022	0.978
plate4	E01	48	0.393	0.23	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.163	0.837
plate4	E02	48	0.377	0.058	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.319	0.681
plate4	E03	48	0.438	0.088	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.35	0.65
plate4	E04	48	0.429	0.082	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.347	0.653
plate4	E05	48	0.4	0.047	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.353	0.647
plate4	E06	48	0.443	0.048	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.395	0.605
plate4	E07	48	0.266	0.192	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	28			0.074	0.926
plate4	E08	48	0.47	0.049	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.421	0.579
plate4	E09	48	0.234	0.202	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	28			0.032	0.968
plate4	E10	48	0.239	0.144	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.095	0.905
plate4	E11	48	0.23	0.147	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.083	0.917
plate4	E12	48	0.238	0.202	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.036	0.964
plate4	F01	48	0.51	0.046	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.464	0.536
plate4	F02	48	0.24	0.212	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	28			0.028	0.972
plate4	F03	48	0.244	0.186	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	28			0.058	0.942
plate4	F04	48	0.235	0.164	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	28			0.071	0.929
plate4	F05	48	0.234	0.201	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	28			0.033	0.967
plate4	F06	48	0.24	0.185	Ancestral Bacteria	Ancestral Ciliates	5	FALSE	28			0.055	0.945
plate4	F07	48	0.233	0.186	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.047	0.953
plate4	F08	48	0.48	0.049	Ancestral Bacteria	Ancestral Ciliates	5	TRUE	28			0.431	0.569
