"","cloneOD","clone_plus_ciliateOD","prey","predator","replicate","experiment_day","gPred_gAlone"
"682",0.562,0.048,"Ancestral Bacteria","Ancestral Ciliates",1,60,-2.4603008389858
"683",0.208,0.045,"Ancestral Bacteria","Ancestral Ciliates",1,60,-1.530875589931
"684",0.553,0.07,"Ancestral Bacteria","Ancestral Ciliates",1,60,-2.06686275947298
"685",0.516,0.084,"Ancestral Bacteria","Ancestral Ciliates",1,60,-1.81528996663825
"686",0.928,0.091,"Ancestral Bacteria","Ancestral Ciliates",1,60,-2.32217222626935
"687",0.424,0.05,"Ancestral Bacteria","Ancestral Ciliates",1,60,-2.13771044980381
"688",0.381,0.054,"Ancestral Bacteria","Ancestral Ciliates",1,60,-1.95381532856243
"689",0.526,0.069,"Ancestral Bacteria","Ancestral Ciliates",1,60,-2.03119470814045
"690",0.545,0.115,"Ancestral Bacteria","Ancestral Ciliates",1,60,-1.55585366629999
"691",0.488,0.056,"Ancestral Bacteria","Ancestral Ciliates",1,60,-2.164963715118
"692",0.425,0.051,"Ancestral Bacteria","Ancestral Ciliates",1,60,-2.12026353620009
"693",0.52,0.056,"Ancestral Bacteria","Ancestral Ciliates",1,60,-2.22847712084032
"694",0.508,0.116,"Ancestral Bacteria","Ancestral Ciliates",1,60,-1.47689125647212
"695",0.375,0.043,"Ancestral Bacteria","Ancestral Ciliates",1,60,-2.16572591027685
"696",0.378,0.05,"Ancestral Bacteria","Ancestral Ciliates",1,60,-2.02287119019144
"697",0.6,0.047,"Ancestral Bacteria","Ancestral Ciliates",3,60,-2.54678205350609
"698",0.43,0.047,"Ancestral Bacteria","Ancestral Ciliates",3,60,-2.21363760697755
"699",0.255,0.049,"Ancestral Bacteria","Ancestral Ciliates",3,60,-1.6494432470478
"700",0.372,0.049,"Ancestral Bacteria","Ancestral Ciliates",3,60,-2.02707355616252
"701",0.413,0.047,"Ancestral Bacteria","Ancestral Ciliates",3,60,-2.17329999125097
"702",1.063,0.109,"Ancestral Bacteria","Ancestral Ciliates",3,60,-2.2775024961128
"703",0.326,0.104,"Ancestral Bacteria","Ancestral Ciliates",3,60,-1.14250648222534
"704",0.348,0.059,"Ancestral Bacteria","Ancestral Ciliates",3,60,-1.77466503586875
"705",0.246,0.038,"Ancestral Bacteria","Ancestral Ciliates",3,60,-1.86774537620598
"706",0.425,0.111,"Ancestral Bacteria","Ancestral Ciliates",3,60,-1.34255896761208
"707",0.346,0.056,"Ancestral Bacteria","Ancestral Ciliates",3,60,-1.82108708432258
"708",0.425,0.066,"Ancestral Bacteria","Ancestral Ciliates",3,60,-1.86243442689799
"709",0.571,0.048,"Ancestral Bacteria","Ancestral Ciliates",3,60,-2.47618819874812
"710",0.494,0.048,"Ancestral Bacteria","Ancestral Ciliates",3,60,-2.33133450628003
"711",0.379,0.047,"Ancestral Bacteria","Ancestral Ciliates",3,60,-2.08738860337237
"712",0.066,0.05,"Ancestral Bacteria","Ancestral Ciliates",3,60,-0.277631736598279
"713",0.383,0.05,"Ancestral Bacteria","Ancestral Ciliates",3,60,-2.0360119837525
"714",0.401,0.055,"Ancestral Bacteria","Ancestral Ciliates",3,60,-1.9866282420741
"715",1.086,0.052,"Ancestral Bacteria","Ancestral Ciliates",3,60,-3.03901278191245
"716",0.352,0.04,"Ancestral Bacteria","Ancestral Ciliates",3,60,-2.17475172148416
"717",0.484,0.067,"Ancestral Bacteria","Ancestral Ciliates",3,60,-1.97739228732567
"718",0.344,0.068,"Ancestral Bacteria","Ancestral Ciliates",3,60,-1.62113395219729
"719",0.329,0.049,"Ancestral Bacteria","Ancestral Ciliates",3,60,-1.90423745265475
"720",0.46,0.051,"Ancestral Bacteria","Ancestral Ciliates",3,60,-2.19940085675882
"721",0.383,0.049,"Ancestral Bacteria","Ancestral Ciliates",5,60,-2.05621469107002
"722",0.584,0.059,"Ancestral Bacteria","Ancestral Ciliates",5,60,-2.29236353892251
"723",0.293,0.045,"Ancestral Bacteria","Ancestral Ciliates",5,60,-1.87351011924675
"724",0.355,0.062,"Ancestral Bacteria","Ancestral Ciliates",5,60,-1.74498340443032
"725",0.466,0.059,"Ancestral Bacteria","Ancestral Ciliates",5,60,-2.06664819021993
"726",0.401,0.051,"Ancestral Bacteria","Ancestral Ciliates",5,60,-2.06213579458224
"727",0.763,0.211,"Ancestral Bacteria","Ancestral Ciliates",5,60,-1.28539989780839
"728",0.319,0.109,"Ancestral Bacteria","Ancestral Ciliates",5,60,-1.0738432205557
"729",0.37,0.047,"Ancestral Bacteria","Ancestral Ciliates",5,60,-2.06335540392821
"730",0.364,0.049,"Ancestral Bacteria","Ancestral Ciliates",5,60,-2.00533356952611
"731",0.341,0.045,"Ancestral Bacteria","Ancestral Ciliates",5,60,-2.0252199875132
"732",0.413,0.048,"Ancestral Bacteria","Ancestral Ciliates",5,60,-2.15224658205314
"733",0.385,0.043,"Ancestral Bacteria","Ancestral Ciliates",5,60,-2.19204321859422
"734",0.16,0.056,"Ancestral Bacteria","Ancestral Ciliates",5,60,-1.04982212449868
"735",0.422,0.049,"Ancestral Bacteria","Ancestral Ciliates",5,60,-2.15318501592539
"736",0.362,0.047,"Ancestral Bacteria","Ancestral Ciliates",5,60,-2.04149661011571
"737",0.129,0.282,"Ancestral Bacteria","Ancestral Ciliates",5,60,0.782094666576441
"738",0.399,0.089,"Ancestral Bacteria","Ancestral Ciliates",5,60,-1.50032504715772
"739",0.571,0.053,"Ancestral Bacteria","Ancestral Ciliates",5,60,-2.37709729610389
"740",0.525,0.077,"Ancestral Bacteria","Ancestral Ciliates",5,60,-1.91959284073794
"741",0.924,0.135,"Ancestral Bacteria","Ancestral Ciliates",5,60,-1.92343729320325
"742",0.4,0.057,"Ancestral Bacteria","Ancestral Ciliates",5,60,-1.94841327927343
"743",0.326,0.085,"Ancestral Bacteria","Ancestral Ciliates",5,60,-1.34424612487639
"744",0.321,0.109,"Ancestral Bacteria","Ancestral Ciliates",5,60,-1.08009324090087
"745",0.803,0.068,"Evolved Bacteria","Ancestral Ciliates",1,60,-2.46884700877066
"746",0.584,0.081,"Evolved Bacteria","Ancestral Ciliates",1,60,-1.97545182815579
"747",0.431,0.056,"Evolved Bacteria","Ancestral Ciliates",1,60,-2.0407563993686
"748",0.441,0.059,"Evolved Bacteria","Ancestral Ciliates",1,60,-2.01150743154113
"749",0.602,0.11,"Evolved Bacteria","Ancestral Ciliates",1,60,-1.6997770795164
"750",0.783,0.07,"Evolved Bacteria","Ancestral Ciliates",1,60,-2.41463745394144
"751",0.527,0.052,"Evolved Bacteria","Ancestral Ciliates",1,60,-2.31595682995993
"752",0.434,0.075,"Evolved Bacteria","Ancestral Ciliates",1,60,-1.75555642056409
"753",0.692,0.061,"Evolved Bacteria","Ancestral Ciliates",1,60,-2.42871209144436
"754",0.727,0.109,"Evolved Bacteria","Ancestral Ciliates",1,60,-1.89757859530438
"755",0.328,0.066,"Evolved Bacteria","Ancestral Ciliates",1,60,-1.60335886635772
"756",0.518,0.105,"Evolved Bacteria","Ancestral Ciliates",1,60,-1.59601489210196
"757",0.553,0.048,"Evolved Bacteria","Ancestral Ciliates",1,60,-2.44415699061444
"758",0.392,0.057,"Evolved Bacteria","Ancestral Ciliates",1,60,-1.92821057195591
"759",0.415,0.056,"Evolved Bacteria","Ancestral Ciliates",1,60,-2.00292682949555
"760",0.297,0.092,"Evolved Bacteria","Ancestral Ciliates",1,60,-1.17194356175366
"761",0.304,0.057,"Evolved Bacteria","Ancestral Ciliates",1,60,-1.67397643357167
"762",0.399,0.083,"Evolved Bacteria","Ancestral Ciliates",1,60,-1.57012080909327
"763",0.449,0.082,"Evolved Bacteria","Ancestral Ciliates",1,60,-1.700303640478
"764",0.304,0.047,"Evolved Bacteria","Ancestral Ciliates",1,60,-1.86688009969616
"765",0.437,0.09,"Evolved Bacteria","Ancestral Ciliates",1,60,-1.58012352476533
"766",0.455,0.062,"Evolved Bacteria","Ancestral Ciliates",1,60,-1.99316303390586
"767",0.315,0.086,"Evolved Bacteria","Ancestral Ciliates",1,60,-1.29822534257213
"768",0.378,0.078,"Evolved Bacteria","Ancestral Ciliates",1,60,-1.57818536893
"769",0.325,0.067,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.57913256293877
"770",0.344,0.06,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.7462970951513
"771",0.382,0.075,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.62793249507026
"772",0.123,0.058,"Evolved Bacteria","Ancestral Ciliates",3,60,-0.751741344825998
"773",0.311,0.039,"Evolved Bacteria","Ancestral Ciliates",3,60,-2.07623126604959
"774",0.738,0.062,"Evolved Bacteria","Ancestral Ciliates",3,60,-2.47680943955538
"775",0.343,0.063,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.69459572077441
"776",0.307,0.059,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.64931030368148
"777",0.441,0.061,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.97817101127353
"778",0.52,0.064,"Evolved Bacteria","Ancestral Ciliates",3,60,-2.0949457282158
"779",0.232,0.266,"Evolved Bacteria","Ancestral Ciliates",3,60,0.136758937115389
"780",0.285,0.039,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.988927534139
"781",0.181,0.037,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.5875791186216
"782",0.394,0.065,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.8019636394023
"783",0.351,0.066,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.67113148143944
"784",0.346,0.052,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.8951950564763
"785",0.362,0.06,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.79729964960367
"786",0.425,0.063,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.90895444253288
"787",0.153,0.041,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.31686585468813
"788",0.372,0.055,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.91156066904068
"789",0.335,0.075,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.49664241828876
"790",0.319,0.071,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.50251122574353
"791",0.305,0.072,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.44364565759136
"792",0.467,0.103,"Evolved Bacteria","Ancestral Ciliates",3,60,-1.51160026943926
"793",0.123,0.047,"Evolved Bacteria","Ancestral Ciliates",5,60,-0.962036753662359
"794",0.366,0.054,"Evolved Bacteria","Ancestral Ciliates",5,60,-1.91364928683709
"795",0.25,0.046,"Evolved Bacteria","Ancestral Ciliates",5,60,-1.69281952137315
"796",0.048,0.426,"Evolved Bacteria","Ancestral Ciliates",5,60,2.18323833536148
"797",0.117,0.066,"Evolved Bacteria","Ancestral Ciliates",5,60,-0.572519192771331
"798",0.041,0.454,"Evolved Bacteria","Ancestral Ciliates",5,60,2.40452513133704
"799",0.04,0.428,"Evolved Bacteria","Ancestral Ciliates",5,60,2.37024374146786
"800",0.039,0.054,"Evolved Bacteria","Ancestral Ciliates",5,60,0.325422400434628
"801",0.039,0.364,"Evolved Bacteria","Ancestral Ciliates",5,60,2.23359222150709
"802",0.039,0.255,"Evolved Bacteria","Ancestral Ciliates",5,60,1.87770189902878
"803",0.039,0.19,"Evolved Bacteria","Ancestral Ciliates",5,60,1.58346242603084
"804",0.04,0.489,"Evolved Bacteria","Ancestral Ciliates",5,60,2.50348303536094
"805",0.868,0.047,"Evolved Bacteria","Ancestral Ciliates",5,60,-2.91604411295029
"806",0.454,0.047,"Evolved Bacteria","Ancestral Ciliates",5,60,-2.26794959633129
"807",0.571,0.045,"Evolved Bacteria","Ancestral Ciliates",5,60,-2.54072671988569
"808",0.494,0.055,"Evolved Bacteria","Ancestral Ciliates",5,60,-2.19520233195545
"809",0.25,0.345,"Evolved Bacteria","Ancestral Ciliates",5,60,0.322083499169113
"810",0.719,0.044,"Evolved Bacteria","Ancestral Ciliates",5,60,-2.79367172380279
"811",0.643,0.056,"Evolved Bacteria","Ancestral Ciliates",5,60,-2.44079303350247
"812",0.249,0.308,"Evolved Bacteria","Ancestral Ciliates",5,60,0.212646886508867
"813",0.179,0.275,"Evolved Bacteria","Ancestral Ciliates",5,60,0.429385291825816
"814",0.126,0.443,"Evolved Bacteria","Ancestral Ciliates",5,60,1.25728786309366
"815",0.039,0.228,"Evolved Bacteria","Ancestral Ciliates",5,60,1.76578398282479
"816",0.039,0.3,"Evolved Bacteria","Ancestral Ciliates",5,60,2.04022082852655
"817",0.478,0.051,"Evolved Bacteria","Evolved Ciliates",3,60,-2.23778509976713
"818",0.512,0.064,"Evolved Bacteria","Evolved Ciliates",3,60,-2.07944154167984
"819",0.274,0.044,"Evolved Bacteria","Evolved Ciliates",3,60,-1.82893847246981
"820",0.129,0.045,"Evolved Bacteria","Evolved Ciliates",3,60,-1.05314991459135
"821",0.341,0.205,"Evolved Bacteria","Evolved Ciliates",3,60,-0.508872498145109
"822",0.447,0.047,"Evolved Bacteria","Evolved Ciliates",3,60,-2.25241099290351
"823",0.403,0.051,"Evolved Bacteria","Evolved Ciliates",3,60,-2.06711092922236
"824",0.408,0.043,"Evolved Bacteria","Evolved Ciliates",3,60,-2.2500670587106
"825",0.415,0.049,"Evolved Bacteria","Evolved Ciliates",3,60,-2.13645822212007
"826",0.434,0.047,"Evolved Bacteria","Evolved Ciliates",3,60,-2.22289693239035
"827",0.281,0.046,"Evolved Bacteria","Evolved Ciliates",3,60,-1.80971327284465
"828",0.702,0.048,"Evolved Bacteria","Evolved Ciliates",3,60,-2.68273239311792
"829",0.325,0.041,"Evolved Bacteria","Evolved Ciliates",3,60,-2.07025311562543
"830",0.481,0.359,"Evolved Bacteria","Evolved Ciliates",3,60,-0.292544881617482
"831",0.236,0.042,"Evolved Bacteria","Evolved Ciliates",3,60,-1.72616218674224
"832",0.463,0.046,"Evolved Bacteria","Evolved Ciliates",3,60,-2.30908565759714
"833",0.226,0.154,"Evolved Bacteria","Evolved Ciliates",3,60,-0.383582396858657
"834",0.176,0.049,"Evolved Bacteria","Evolved Ciliates",3,60,-1.27866369692753
"835",0.34,0.043,"Evolved Bacteria","Evolved Ciliates",3,60,-2.06774550191665
"836",0.141,0.045,"Evolved Bacteria","Evolved Ciliates",3,60,-1.14209740060785
"837",0.624,0.042,"Evolved Bacteria","Evolved Ciliates",3,60,-2.69848075008606
"838",0.553,0.045,"Evolved Bacteria","Evolved Ciliates",3,60,-2.50869551175202
"839",0.179,0.066,"Evolved Bacteria","Evolved Ciliates",3,60,-0.997731063814329
"840",0.514,0.044,"Evolved Bacteria","Evolved Ciliates",3,60,-2.4580336315369
"841",0.559,0.049,"Evolved Bacteria","Evolved Ciliates",5,60,-2.43432917504447
"842",0.215,0.094,"Evolved Bacteria","Evolved Ciliates",5,60,-0.827343245857659
"843",0.386,0.047,"Evolved Bacteria","Evolved Ciliates",5,60,-2.10568976775477
"844",0.433,0.043,"Evolved Bacteria","Evolved Ciliates",5,60,-2.30953761230893
"845",0.446,0.044,"Evolved Bacteria","Evolved Ciliates",5,60,-2.3161293181018
"846",0.417,0.044,"Evolved Bacteria","Evolved Ciliates",5,60,-2.24889658788054
"847",0.411,0.048,"Evolved Bacteria","Evolved Ciliates",5,60,-2.14739220358834
"848",0.454,0.048,"Evolved Bacteria","Evolved Ciliates",5,60,-2.24689618713346
"849",0.472,0.046,"Evolved Bacteria","Evolved Ciliates",5,60,-2.32833758909646
"850",0.402,0.043,"Evolved Bacteria","Evolved Ciliates",5,60,-2.23525197292546
"851",0.353,0.308,"Evolved Bacteria","Evolved Ciliates",5,60,-0.136368273959722
"852",0.501,0.039,"Evolved Bacteria","Evolved Ciliates",5,60,-2.55304445495522
"853",0.892,0.058,"Evolved Bacteria","Evolved Ciliates",5,60,-2.73302312203359
"854",1.158,0.062,"Evolved Bacteria","Evolved Ciliates",5,60,-2.92731527308785
"855",0.919,0.049,"Evolved Bacteria","Evolved Ciliates",5,60,-2.93146582424506
"856",0.597,0.045,"Evolved Bacteria","Evolved Ciliates",5,60,-2.58525462362228
"857",0.612,0.043,"Evolved Bacteria","Evolved Ciliates",5,60,-2.65553216681876
"858",0.496,0.042,"Evolved Bacteria","Evolved Ciliates",5,60,-2.46890630844156
"859",0.57,0.043,"Evolved Bacteria","Evolved Ciliates",5,60,-2.58443624513503
"860",0.411,0.044,"Evolved Bacteria","Evolved Ciliates",5,60,-2.23440358057797
"861",0.572,0.044,"Evolved Bacteria","Evolved Ciliates",5,60,-2.56494935746154
"862",0.498,0.046,"Evolved Bacteria","Evolved Ciliates",5,60,-2.38195868053556
"863",0.42,0.045,"Evolved Bacteria","Evolved Ciliates",5,60,-2.23359222150709
"864",0.57,0.052,"Evolved Bacteria","Evolved Ciliates",5,60,-2.39439264224717
